city,name,monday,tuesday,wednesday,thursday,friday,saturday,sunday,stars,state,address,is_open,latitude,longitude,wifi,drivethru,restaurantsdelivery,businessacceptscreditcards,restaurantsgoodforgroups,business_id,postal_code,review_count
Franklin,Firehouse Subs,0:0-0:0,10:30-21:0,10:30-21:0,10:30-21:0,11:0-16:30,10:30-21:0,10:30-21:0,3,TN,"1844 W McEwen Dr, Ste 120",1,35.9346416314,-86.8224002307,u'no',False,True,True,True,2-Wm_4iCLaKl3_QO2ClNtA,37067,38
Indianapolis,Pizza Hut,15:0-21:0,NA,15:0-21:0,15:0-21:0,15:0-21:0,15:0-21:0,15:0-21:0,1.5,IN,617 W 11th St,1,39.7813570741,-86.1696659391,'free',NA,True,True,True,3PsEqlnwjHomQ_RKORS2lA,46202,47
Edwardsville,Steak ’n Shake,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,2,IL,2382 Troy Rd,1,38.7849008615,-89.9504119903,u'free',True,True,True,True,pBGQqWycY1-B1L1nYoBXvA,62025,41
Boise,A&W Restaurant,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,2.5,ID,13375 W Chinden Blvd,1,43.662536,-116.351384,'no',True,False,True,True,jNaXQvyklAU1bHXPxeInfw,83713,7
Hudson,McDonald's,4:0-2:0,4:0-2:0,4:0-2:0,0:0-0:0,0:0-0:0,0:0-0:0,4:0-2:0,1.5,FL,10319 County Line Rd,1,28.434438,-82.5503601779,'free',True,True,True,True,wIFiBEXMMtMuP9kgxYMQZA,34609,24
Riverview,Taco Bell,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,9:0-2:0,2,FL,10611 Gibsonton Drive,1,27.857153,-82.327649,NA,True,True,True,False,uGoKKkJa8nrC_46reV-ODA,33569,25
Warminster,Five Guys,0:0-0:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-16:0,11:0-22:0,11:0-22:0,3.5,PA,864 W Street Rd,1,40.2071779762,-75.1044364387,'no',NA,True,True,True,dItw95e5y8uSeSRBZZmK5Q,18974,60
Metairie,Taco Bell,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,2.5,LA,3840 Veterans Memorial Blvd,1,30.003576,-90.169912,u'free',True,True,True,True,qnXHKdDFaPZ3PwygllYk8w,70002,21
Mt Juliet,McDonald's,5:0-23:0,5:0-23:0,5:0-23:0,5:0-23:0,5:0-0:0,5:0-0:0,5:0-0:0,2.5,TN,11279 Lebanon Rd,1,36.2312974,-86.5143691,u'free',True,True,True,True,tDbF0IWQq-mHPi7OBla6eg,37122,10
Edmonton,McDonald's,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,2,AB,12793 50th St NW,1,53.58696,-113.417788,u'free',True,True,NA,False,802zLI8fqGFUVbSojvZZsw,T5A 4L8,8
New Orleans,Iacovone Kitchen,NA,11:0-19:0,11:0-19:0,11:0-19:0,11:0-20:0,11:0-20:0,NA,5,LA,5033 Freret St,1,29.9350508,-90.1089541,u'free',NA,True,True,True,FCcFpitB7F3qxd1bD4Epfg,70115,38
Indianapolis,Arby's,NA,NA,NA,NA,NA,NA,NA,2.5,IN,6483 N Keystone Ave,1,39.8755502,-86.1217026,NA,True,True,True,False,Z7fJ86VUHzMSMpPNRT6NEg,46220,20
Mooresville,Burger King,5:30-0:0,5:30-0:0,5:30-0:0,5:30-0:0,5:30-20:0,10:30-23:59,7:0-0:0,1.5,IN,440 Town Center Rd,1,39.6173495331,-86.354579553,'no',NA,True,True,True,GimCCy5sbSrNSNS9Esxl9g,46158,9
Plant City,Popeyes Louisiana Kitchen,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,1.5,FL,201 W Alexander St,1,27.988438,-82.123014,NA,NA,True,True,True,IKlpCWA1zTDlcJ5xMbRPNw,33563,15
Granite City,Penn Station,NA,NA,NA,NA,NA,NA,NA,3,IL,3463 Nameoki Rd,1,38.724805,-90.124936,'free',NA,True,True,True,eazQazbpM4ouw54rzopPuQ,62040,5
Clearwater,Burger King,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,1.5,FL,27282 U S Hwy 19 North,0,28.020157,-82.738875,NA,NA,True,True,True,viAxqmkYiq4PK9eR5KBzdA,33761,18
Tucson,Goodness Fresh Food and Juice Bar,0:0-0:0,8:0-20:0,8:0-14:0,8:0-20:0,8:0-20:0,8:0-20:0,8:0-20:0,4,AZ,2502 N Campbell Ave,1,32.2521954,-110.9436083,u'free',False,True,True,True,vPSRs9RRGbv4Y4nNWyw5Vw,85719,326
Edmonton,Koryo Korean BBQ,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,11:0-17:0,4,AB,8882 170 Street,1,53.523059,-113.620344,u'no',NA,False,NA,True,6s3ggOkDgdxtkVoYlLVgQw,T5T 4M2,13
Philadelphia,KFC,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-1:0,10:30-1:0,10:30-23:0,3,PA,3655 Aramingo Ave,1,39.99406085,-75.0949740366,'no',True,True,True,True,uH2p7qPdU4wUHyP2vxVNZg,19134,11
Indianapolis,KFC,10:30-19:0,10:30-19:0,10:30-19:0,10:30-19:0,10:30-19:0,10:30-19:0,10:30-19:0,1.5,IN,6154 N Keystone Ave,1,39.8664384717,-86.1229218135,'free',True,True,True,True,H8Lx83SES76W-RsaGTIK5g,46220,21
Philadelphia,Pat's King of Steaks,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,3,PA,1237 E Passyunk Ave,1,39.9332010583,-75.159265814,u'no',NA,True,False,True,PP3BBaVxZLcJU54uP_wL6Q,19147,4250
Castleton,Asian Chao,NA,NA,NA,NA,NA,NA,NA,2.5,IN,"6020 E 82nd St, Ste 1010",1,39.9092285,-86.0653862,NA,NA,True,True,True,0ffBJcGMp9tNw7lt4j0OhQ,46250,10
Boise,Panda Express,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-20:0,11:0-20:0,11:0-19:0,3.5,ID,350 N. Milwaukee,1,43.6073472898,-116.2787647523,NA,True,True,True,True,a7wYD9rVUPqfp6Mxz5obVQ,83704,6
Sparks,Nevada Taco Grill,NA,NA,NA,NA,NA,NA,NA,4,NV,2995 Vista Blvd,1,39.5578973,-119.7062864,NA,NA,True,NA,NA,mcASmsTUe9rREQV2d8a3WQ,89434,28
Westmont,McDonald's,4:0-0:0,4:0-0:0,4:0-0:0,4:0-0:0,4:0-0:0,4:0-0:0,4:0-0:0,2,NJ,566 Cuthbert Blvd,1,39.9044295908,-75.0610582337,u'free',True,True,True,True,HCtaslujHiD_j5St_FR5IA,08108,36
Philadelphia,Philly Poké,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0,4.5,PA,1016 Race St,1,39.9552705,-75.1566319,u'no',False,True,True,True,Cz-2ekKVyKheFccKtYP1YA,19107,76
Philadelphia,Chipotle Mexican Grill,0:0-0:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,3.5,PA,1512 Walnut St,1,39.9495628765,-75.1666627067,'no',NA,True,True,True,bMMf5bjTAT8LrwhE84ZuNw,19103,115
Edmonton,KFC,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-23:0,10:30-22:0,1,AB,10021 178th Street,1,53.5391924,-113.626789,'no',True,True,NA,False,7uS3AAV7Scm1Uuv2dfqc4Q,T5S 1T2,6
Kirkwood,Taco Bell,8:0-23:0,8:0-22:0,8:0-23:0,8:0-23:0,8:0-22:0,8:0-22:0,8:0-23:0,1.5,MO,353 South Kirkwood Road,1,38.576997,-90.406396,u'no',True,True,True,True,5u-nGdIafPUV_xeRewlYpQ,63122,52
Philadelphia,Burger King,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,1,PA,171 W Chelton Ave,1,40.032104028,-75.1790517569,NA,NA,True,True,NA,DaQwz_kDKnv_kplacSUC7A,19144,10
Wayne,MOD Pizza,NA,NA,NA,NA,NA,NA,NA,4.5,PA,522 W Lancaster Ave,0,40.0451847431,-75.4036317333,u'no',False,False,True,True,k1bbiAV-1yQ89b8ZegL_LQ,19087,28
Fairview Heights,Popeyes Louisiana Kitchen,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,10:0-23:0,2.5,IL,6011 N Illinois St,1,38.587683,-89.9853104,'no',NA,True,True,True,SOU_JwNJ6kz5PH2_WIEFQA,62208,53
Indianapolis,Chipotle Mexican Grill,0:0-0:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,11:30-21:0,4,IN,4625 E 96th St,1,39.9263959067,-86.0903397508,'no',NA,True,True,True,ztFGiRmX7HPoKMKbgkP17w,46240,43
Tampa,Sonic Drive-In,0:0-0:0,7:0-0:0,7:0-0:0,7:0-18:0,7:0-1:0,7:0-1:0,8:0-0:0,2,FL,2523 North Dale Mabry Hwy,1,27.9627305164,-82.5049632081,u'no',True,True,True,True,FdLNzJYoe7U05uQSbK4zsA,33607,58
Claymont,Taco Bell,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-1:0,10:0-1:0,10:0-23:0,1,DE,609 Naamans Rd,1,39.81659,-75.45658,'no',True,True,True,False,Me4mO0eMVp5ZY3Smznr7tQ,19703,25
St. Ann,McDonald's,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,2,MO,10805 Saint Charles Rock Rd,1,38.733502,-90.390936,u'free',True,True,True,True,4CdXVM7-7ek6sNs11gaVuQ,63074,35
Tampa,Pita Pit,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,11:0-22:30,3.5,FL,2309 East Fowler Ave,0,28.0536798,-82.4333813,u'no',NA,True,True,True,GcjznqyXcfnF4PxLMqOlYw,33612,37
Nashville,Chick-fil-A,0:0-0:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-22:0,6:0-18:0,NA,2.5,TN,2619 8th Ave S,1,36.1202459,-86.7759832,u'free',True,True,True,True,WDT18nI5VIOI1b7z1G7_LQ,37204,64
Edmonton,Edo Japan,NA,NA,NA,NA,NA,NA,NA,3,AB,10016 - 21 Ave NW,1,53.451954,-113.487496,u'no',NA,True,NA,False,upsWZ1DvMo1b32MskUaM3w,T6N 0A1,9
Edmonton,Harvey's,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,4,AB,10358 109th St NW,1,53.5458213,-113.5088929,u'no',True,True,NA,True,2joz26si509_AqbE7PSPPw,T5J 4X9,11
Plant City,Taco Bell,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,3.5,FL,2442 Jim Redman Pkwy.,1,27.988178,-82.121415,NA,True,True,True,NA,RxzZnU3KRcGYnP3tnIrktQ,33566,5
Brandon,Steak ’n Shake,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,2,FL,11306 Causeway Blvd,1,27.9239903939,-82.3222826421,u'free',True,True,True,True,FlWnK-_mlba2HNY_dQuSyA,33511,79
Kirkwood,MOD Pizza,0:0-0:0,10:30-17:0,10:30-22:0,10:30-22:0,10:30-23:0,10:30-23:0,10:30-22:0,4.5,MO,338 S Kirkwood Rd,1,38.5775468,-90.4062045,'no',False,True,True,True,2zscMai3s2qePfovwetPcg,63122,64
Saint Louis,Church's Chicken,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,1,MO,805 N Kingshighway Blvd,1,38.6530363,-90.2637097,NA,True,True,True,True,CMHtTXd0U0Mlhtd6K2v9pQ,63108,6
Metairie,Rally's,10:0-2:0,10:0-2:0,10:0-2:0,10:0-3:0,10:0-5:0,10:0-5:0,10:0-2:0,1.5,LA,1720 Veterans Blvd.,1,30.0017485535,-90.1424644154,'no',NA,True,True,True,q9CR1mu8RUbeZcRNzZmMKw,70003,15
Franklin,McDonald's,4:0-0:0,4:0-1:0,4:0-0:0,4:0-0:0,4:0-1:0,4:0-1:0,5:0-0:0,1.5,TN,106 Hwy 96 W,1,35.9253362654,-86.8741253717,u'free',True,True,True,True,NBkrB_4GW4YYhopBhMtceA,37064,28
Tucson,Panda Express,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,10:0-21:0,2,AZ,9130 South Houghton Road,1,32.0857125297,-110.7735034679,'no',True,True,True,True,nyZHusbhW8JVonF5I5kJ0w,85747,87
Indianapolis,Burger King,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-20:0,10:30-23:59,6:0-0:0,3.5,IN,11741 Pendleton Pike,1,39.8708958278,-85.9579780698,NA,NA,True,True,True,dUAw3a1UQq5ojCLq8JM7IQ,46236,7
Sicklerville,Pizza Hut,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-0:0,11:0-0:0,11:0-22:0,2,NJ,511 Berlin-cross Keys Rd,1,39.7439033,-74.9961695,NA,NA,None,NA,NA,7EozHEbdu6Dq9O9ptQBArw,08081,6
Brandon,Chipotle Mexican Grill,0:0-0:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,10:45-22:0,2,FL,103 Brandon Town Center Dr,1,27.9387477696,-82.3236288561,'no',False,True,True,True,dcq-bXnuPzeauvI8x-AMEQ,33511,84
Webster Groves,Jersey Mike's Subs,0:0-0:0,10:0-18:0,10:0-21:0,10:0-18:0,10:0-18:0,10:0-21:0,10:0-21:0,2.5,MO,"8567 Watson Rd, Ste B",1,38.565618,-90.357714,NA,NA,True,True,True,I8juhlaHaRguaq0-ZQVsIQ,63119,52
St. Petersburg,Culver's,0:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,3,FL,9046 4th St N,1,27.8550434113,-82.6390838623,'free',True,False,True,True,1UU89Z6rhiU5HHiDdGwGng,33702,53
Tampa,Pizza Hut,12:0-20:0,12:0-20:0,12:0-20:0,12:0-20:0,11:0-0:0,11:0-0:0,12:0-20:0,1.5,FL,13883 W Hillsborough Ave,1,28.0350027,-82.6458438,NA,NA,True,True,NA,xqkfXTXZfiqSbD4hDgNdvg,33635,15
North Wales,Chick-fil-A,0:0-0:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-19:0,11:0-15:0,NA,2,PA,314 Montgomery Mall,1,40.2340636,-75.244915,u'free',True,True,True,True,6N85TiNp_MjsYQGYjhXbcg,19454,13
Nashville,Helen's Hot Chicken,11:0-21:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-23:0,11:0-23:0,11:0-19:0,3,TN,"1801 Jefferson St, Ste 101",1,36.1690932117,-86.8069923724,'free',False,True,True,True,Kv04mUsfP557B0ECYZkKBQ,37208,131
Saint Petersburg,Burger King,5:0-1:0,5:0-1:0,5:0-1:0,5:0-1:0,0:0-0:0,0:0-0:0,5:0-1:0,2,FL,3554 Central Ave,1,27.7707574682,-82.6817455552,'free',NA,True,True,True,YPOvU0iB6SCY1y3QRT5HOQ,33711,15
Metairie,Subway,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,10:0-20:0,2.5,LA,701 Metairie Rd,1,29.988502,-90.130524627,NA,NA,True,True,NA,H3gkB_js-kfN4WFojFugAQ,70005,8
Collegeville,Movie Tavern Collegeville,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,12:0-22:0,3.5,PA,140 Market St,1,40.1641823504,-75.4795074463,u'no',NA,False,True,True,2D-8pjS2NB9ut8AIUFEu2w,19426,430
Philadelphia,McDonald's,4:0-0:0,4:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,4:0-0:0,2,PA,1575 N 52nd St,1,39.9799311011,-75.2242517721,NA,True,True,NA,NA,e4hdGUQH8IX0Tcx1Aa3Ltw,19131,7
Chalmette,Subway,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,9:0-21:0,10:0-20:0,10:0-20:0,2,LA,3517 Paris Rd,1,29.951681,-89.958578,NA,NA,True,NA,NA,Pz49gFAaCXB130Q7fhwtmA,70043,8
Philadelphia,McDonald's,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,2,PA,8500 Henry Ave,1,40.063816,-75.238823,u'free',True,True,True,True,2YoJUob1RL-LCYGiXdq8dg,19128,41
West Chester,Buddy's Burgers Breasts & Fries - West Chester,11:0-21:0,11:0-21:0,11:0-21:0,11:0-3:0,11:0-3:0,11:0-3:0,11:0-21:0,3.5,PA,11 W Gay St,1,39.9605184,-75.6058067,u'no',NA,True,True,True,-Yy3mwrGPJ7GOUwZc7WU_g,19380,66
Tampa,Subway,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,10:0-18:0,NA,NA,2.5,FL,620 Twiggs Ave,1,27.95045643,-82.4554218558,NA,NA,True,True,False,CSiJiPKT_OOJ6CzB0R2_GQ,33602,8
Feasterville,Saladworks,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-19:0,3,PA,115 E Street Rd,1,40.1473421577,-74.9989747344,'no',NA,True,True,True,1U7HlOogq3j16jdNWZXljg,19053,39
Philadelphia,McDonald's,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,1.5,PA,2801 Cottman Ave,1,40.0444786018,-75.0533566577,u'free',True,True,True,True,oDKGXVSQfegQt1QU9KLiJA,19149,50
Philadelphia,Checkers,10:0-3:0,10:0-3:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-4:0,10:0-0:0,2.5,PA,5129 Market Street,0,39.9600697,-75.2245007,'free',NA,False,True,True,t1QrCzXpmtHpPzTggqKUaQ,19139,5
Tampa,Firehouse Subs,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,3.5,FL,2617 W Kennedy Blvd,0,27.9449820048,-82.4875799155,'free',NA,True,True,True,Ueb8isyTZyRycKJV1CjNlA,33609,35
Gibbstown,Taco Bell,8:0-0:0,8:0-0:0,8:0-0:0,8:0-0:0,8:0-1:0,8:0-1:0,8:0-0:0,3,NJ,361 Harmony Rd,1,39.817545,-75.2600732,NA,True,True,NA,NA,s7UTIHPXn_RhHEg4pPd9Pw,08027,6
Mantua,Long John Silver's,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,11:0-20:0,2,NJ,235 Bridgeton Pike,1,39.7905714899,-75.174633443,NA,NA,NA,NA,NA,XSzh-THz5jxjO7MGmAETxw,08051,6
Port Richey,Topless Tacos And More,12:0-3:0,12:0-3:0,12:0-3:0,12:0-3:0,12:0-3:0,12:0-3:0,12:0-0:0,3.5,FL,7045 Ridge Rd,1,28.2824191673,-82.6978261024,u'free',NA,True,True,NA,vlfP47w3HWK_bgN0LUE96g,34668,45
Sunset Hills,Subway,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,1.5,MO,10754 Sunset Hills Plz,1,38.5544479,-90.4079791,NA,NA,True,None,None,vOJvQMe_EEjea0_yFrtnkw,63127,12
Tampa,Tnt burger,NA,NA,NA,17:0-23:0,17:0-23:0,16:0-23:0,16:0-23:0,4.5,FL,7206 N Dale Mabry Hwy,1,28.0148118978,-82.5055211025,NA,NA,True,NA,NA,Z0Bn-FdyZmXHBh8qQe9JLw,33614,26
Indianapolis,Steak ’n Shake,0:0-0:0,8:0-23:0,8:0-23:0,8:0-23:0,8:0-0:0,8:0-0:0,8:0-23:0,2,IN,5635 W 38th St,0,39.8232418,-86.2606149,'free',True,None,True,True,GfhqtLj1DTGonsufL2ZPkw,46254,46
St Louis,Subway,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,9:0-19:0,10:0-19:0,10:0-19:0,3,MO,1901 Schuetz Rd,1,38.6953602907,-90.4290386,NA,NA,True,True,True,FXL5bNO7W9_xPpEhkynnYQ,63146,7
Greenwood,Pizza Hut,14:0-20:30,NA,NA,14:0-20:30,14:0-20:30,14:0-20:30,14:0-20:30,2.5,IN,"4800 Smith Valley Rd, Ste 1",1,39.6057320035,-86.1928825863,NA,NA,True,True,False,fWYdugISWgqI2849hcBCTg,46142,21
Edmonton,McDonald's,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,1.5,AB,10305 80th Ave.,1,53.5155195,-113.4950977,u'free',True,True,True,True,Ai8MnqWUCTT03knlsrDSOQ,T6E 1T8,11
Metairie,Wendy's,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,1.5,LA,4801 Airline Dr.,1,29.9762974,-90.183542,NA,NA,True,NA,NA,cUAcZ787QO67GrDMnZNsMQ,70001,8
Ambler,Dairy Queen,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,11:30-22:0,13:30-22:0,13:30-21:0,2,PA,1116 Horsham Rd,1,40.2108246024,-75.1829892397,u'free',True,None,True,True,E3TTW-KPx9KLXE8HhI0IgQ,19002,9
Reno,QDOBA Mexican Eats,8:0-22:0,8:0-22:0,8:0-22:0,8:0-22:0,8:0-19:0,8:0-22:0,8:0-22:0,3,NV,135 Lemmon Dr,1,39.6129223,-119.8501949,u'no',NA,True,True,True,sbMSJv0Y4-kF9ZTxlFeKvw,89506,56
Nashville,Jimmy John's,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,11:0-22:0,2.5,TN,"810 Gale Ln, Ste. 100",1,36.1195807,-86.7756887,u'no',True,True,True,NA,N5tS8v0Yz4mmbFHMsxpr3g,37204,17
Tampa,Halal Food Truck Hamada Maqluba,12:0-21:0,12:0-21:0,NA,12:0-21:0,12:0-21:0,12:0-21:0,12:0-21:0,4.5,FL,7819 N 56th St,1,28.0193426475,-82.3928801729,u'free',NA,None,True,NA,MoDEAVL_BnkfOEF_9hSUxw,33617,23
Philadelphia,Popeyes Louisiana Kitchen,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,7:0-23:0,2.5,PA,4211 N Broad St,1,40.017796,-75.148528,'no',False,True,True,False,YpUowEOcZNehoBv0lxqlpA,19140,9
Tampa,Krystal,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,0:0-0:0,0:0-0:0,6:0-0:0,3,FL,2625 W Hillsborough Ave,1,27.9965852657,-82.4868451506,'no',True,True,True,True,WxErD0awTqww4kOmmkiOQw,33614,37
Tucson,The Habit Burger Grill,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-20:30,10:30-22:0,10:30-23:0,3.5,AZ,5721 E Broadway Blvd,1,32.22218,-110.87048,'no',True,False,True,True,52yHny8Tx6Z-k1QOojISSg,85711,142
Evesham Township,Andale Latino Grill,0:0-0:0,11:0-21:0,11:0-21:0,11:0-21:0,11:0-22:0,11:0-22:0,11:0-21:0,4,NJ,"1041 NJ-73, Unit H2",0,39.9105218,-74.94161,'no',False,False,True,True,iKghlp7t7mz0DlUYE3nQoA,08053,53
Tucson,Burger King,6:0-0:0,6:0-0:0,6:0-0:0,6:0-0:0,6:0-20:0,9:0-21:0,7:0-0:0,1.5,AZ,2040 E Irvington Rd,1,32.162777426,-110.9416493028,NA,NA,True,True,True,0lKyaC8N_QfP_h9AInljHQ,85714,13
Tampa,Big Bamboo Bayside,8:30-22:0,8:30-22:0,8:30-22:0,8:30-22:0,8:30-22:0,8:30-22:0,8:30-22:0,4,FL,2506 N Rocky Point Dr,1,27.9634819,-82.5722037,u'free',False,False,True,NA,b6_DvuraM7hE-wo7HXzuWg,33607,27
Tampa,McDonald's,5:30-1:0,5:30-1:0,5:30-1:0,5:30-1:0,5:30-2:0,5:30-2:0,5:30-1:0,2,FL,8002 Citrus Park Dr,1,28.0653907,-82.5708237,u'free',True,True,True,True,MgoBAUgSv6UM6RNhwyV-MA,33625,37
Lutz,Arby's,NA,NA,NA,NA,NA,NA,NA,3.5,FL,22820 State Rd 54,1,28.1852786057,-82.4389685947,u'no',True,True,True,True,yDfdraJQ_M29GGH01OcmXA,33549,12
Frazer,McDonald's,5:30-23:0,5:30-23:0,5:30-23:0,5:30-23:0,5:30-23:0,6:0-23:0,6:0-23:0,1,PA,84 Lancaster Ave,0,40.042623,-75.529481,u'free',True,True,True,True,MSnWYdS0w5m9JLcr1wHO4w,19355,73
Maryland Heights,Subway,10:0-19:0,10:0-19:0,10:0-19:0,10:0-19:0,10:0-14:0,10:0-19:0,10:0-17:0,3,MO,11994 Dorsett Rd,1,38.7139024929,-90.4392558233,NA,NA,True,True,True,cuCa48riHFi_YYEZFrSApw,63043,5
Edmonton,A&W,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,3,AB,6104 50th Street NW,1,53.4981608828,-113.418724001,NA,NA,True,NA,True,VgX9yU_XnMTmOJjsIu85Bw,T6B 2N7,5
Indianapolis,Hardee's,5:0-23:0,5:0-23:0,5:0-23:0,5:0-23:0,0:0-0:0,0:0-0:0,5:0-23:0,3,IN,2525 N High School Rd,1,39.8022177858,-86.269339,NA,True,True,True,True,fRYEBoEWmgGocHyK_gTjdA,46224,7
Philadelphia,Tasty Twisters Bakery,7:30-16:30,7:30-16:30,7:30-16:30,7:30-16:30,7:30-16:30,7:30-16:30,7:30-15:0,4.5,PA,5002 Umbria St,1,40.0356086771,-75.235882548,NA,NA,True,False,NA,H0mtZ81wzpV0yh11x2iCUA,19128,51
Tucson,Taco Bell,7:0-3:0,7:0-3:0,7:0-3:0,7:0-4:0,7:0-4:0,7:0-4:0,7:0-3:0,2.5,AZ,1818 E. Speedway Blvd.,1,32.23592,-110.944728,'free',True,True,True,True,WN8icQ2p9_uUZosXg--jNw,85719,48
Reno,McDonald's,NA,NA,NA,NA,NA,NA,NA,1.5,NV,1547 S Virginia St,0,39.5090786,-119.8048642,'free',NA,False,True,False,SXqPjCaN6DL8lRzzZQ0O0A,89502,7
Saint Louis,Crazy Bowls & Wraps,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,10:30-21:0,11:0-20:0,3.5,MO,3852 Lindell Blvd,1,38.6384614,-90.2404997,u'no',True,True,True,True,QDrXLHgmmvI0xSBfC8-cmA,63108,67
Tucson,Jack in the Box,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,1,AZ,3749 S Mission Rd,1,32.1793935614,-111.002833,NA,True,True,NA,NA,ESUwN81iNYvm0yqYCxSivg,85713,5
Marrero,McDonald's,5:0-0:0,5:0-0:0,5:0-0:0,5:0-0:0,0:0-0:0,0:0-0:0,4:0-0:0,1.5,LA,1681 Barataria Blvd,1,29.87962,-90.0981224,'free',True,True,True,True,499j2YBfJuZLgNOk7SzFCA,70072,7
